facet_id,raw_facet,normalized_facet,facet_type,conversation_observable,sensitivity,scoring_definition,scoring_anchors,abstention_reason,quality_flag
FACET_171,Emotional Boundaries,Emotional Boundaries,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Emotional Boundaries' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Emotional Boundaries through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Emotional Boundaries or opposing behavioral tendencies in dialogue.""}",,valid
FACET_172,Creativity in solutions,Creativity in solutions,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Creativity in solutions' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Creativity in solutions through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Creativity in solutions or opposing behavioral tendencies in dialogue.""}",,valid
FACET_173,Psychological construct: Hope scale,Psychological construct: Hope scale,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Psychological construct: Hope scale' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Psychological construct: Hope scale through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Psychological construct: Hope scale or opposing behavioral tendencies in dialogue.""}",,valid
FACET_174,565. Practice frequency: Walking meditation,Practice frequency: Walking meditation,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Practice frequency: Walking meditation'.",,"Requires objective external tracking, sensor data, or historical log verification.",number_prefix_stripped
FACET_175,Depression (DEP),Depression (DEP),psychological_trait,False,high,Clinical psychometric construct: 'Depression (DEP)'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_176,Understanding Mathematical Concepts,Understanding Mathematical Concepts,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Understanding Mathematical Concepts' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Understanding Mathematical Concepts through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Understanding Mathematical Concepts or opposing behavioral tendencies in dialogue.""}",,valid
FACET_177,Hypomania (Ma),Hypomania (Ma),psychological_trait,False,high,Clinical psychometric construct: 'Hypomania (Ma)'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_178,Goal-Directed Behavior,Goal-Directed Behavior,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Goal-Directed Behavior' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Goal-Directed Behavior through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Goal-Directed Behavior or opposing behavioral tendencies in dialogue.""}",,valid
FACET_179,Depth of Emotional Connections,Depth of Emotional Connections,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Depth of Emotional Connections' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Depth of Emotional Connections through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Depth of Emotional Connections or opposing behavioral tendencies in dialogue.""}",,valid
FACET_180,Binding foundations index,Binding foundations index,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Binding foundations index' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Binding foundations index through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Binding foundations index or opposing behavioral tendencies in dialogue.""}",,valid
FACET_181,Ego Dissolution Frequency,Ego Dissolution Frequency,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Ego Dissolution Frequency'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_182,Activator: Turning thoughts into action,Activator: Turning thoughts into action,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Activator: Turning thoughts into action' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Activator: Turning thoughts into action through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Activator: Turning thoughts into action or opposing behavioral tendencies in dialogue.""}",,valid
FACET_183,967. Gnostic spiritual metric: Archon meditation frequency,Gnostic spiritual metric: Archon meditation frequency,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Gnostic spiritual metric: Archon meditation frequency'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_184,Exemplariness,Exemplariness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Exemplariness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Exemplariness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Exemplariness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_185,Moral and Ethical Parameters:,Moral and Ethical Parameters,header_label,False,low,Category header label: 'Moral and Ethical Parameters'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_186,Submission:,Submission,header_label,False,low,Category header label: 'Submission'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_187,Frankness,Frankness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Frankness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Frankness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Frankness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_188,Psychological construct: Psychological Safety climate,Psychological construct: Psychological Safety climate,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Psychological construct: Psychological Safety climate' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Psychological construct: Psychological Safety climate through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Psychological construct: Psychological Safety climate or opposing behavioral tendencies in dialogue.""}",,valid
FACET_189,Psychological construct: Self-Compassion total,Psychological construct: Self-Compassion total,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Psychological construct: Self-Compassion total' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Psychological construct: Self-Compassion total through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Psychological construct: Self-Compassion total or opposing behavioral tendencies in dialogue.""}",,valid
FACET_190,Psychological construct: Executive-Function composite,Psychological construct: Executive-Function composite,cognitive_skill_test,False,medium,Standardized cognitive or psychomotor test metric: 'Psychological construct: Executive-Function composite'.,,Requires a standardized psychometric testing task or timed cognitive exam.,valid
FACET_191,Rebelliousness,Rebelliousness,conversational_trait,True,medium,"Evaluates conversational text for evidence of 'Rebelliousness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Rebelliousness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Rebelliousness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_192,Volunteer Work,Volunteer Work,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Volunteer Work' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Volunteer Work through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Volunteer Work or opposing behavioral tendencies in dialogue.""}",,valid
FACET_193,Intellect,Intellect,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Intellect' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Intellect through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Intellect or opposing behavioral tendencies in dialogue.""}",,valid
FACET_194,Use of Mathematical Formulas,Use of Mathematical Formulas,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Use of Mathematical Formulas' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Use of Mathematical Formulas through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Use of Mathematical Formulas or opposing behavioral tendencies in dialogue.""}",,valid
FACET_195,Coarseness,Coarseness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Coarseness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Coarseness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Coarseness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_196,Behavioral Tendencies and Subcomponents:,Behavioral Tendencies and Subcomponents,header_label,False,low,Category header label: 'Behavioral Tendencies and Subcomponents'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_197,Sensitivity,Sensitivity,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Sensitivity' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Sensitivity through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Sensitivity or opposing behavioral tendencies in dialogue.""}",,valid
FACET_198,Divided Attention Ability,Divided Attention Ability,cognitive_skill_test,False,medium,Standardized cognitive or psychomotor test metric: 'Divided Attention Ability'.,,Requires a standardized psychometric testing task or timed cognitive exam.,valid
FACET_199,Psychological construct: Acculturative Stress score,Psychological construct: Acculturative Stress score,psychological_trait,False,high,Clinical psychometric construct: 'Psychological construct: Acculturative Stress score'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_200,Dauntlessness,Dauntlessness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Dauntlessness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Dauntlessness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Dauntlessness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_201,Concreteness,Concreteness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Concreteness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Concreteness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Concreteness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_202,Hysteria (Hy),Hysteria (Hy),psychological_trait,False,high,Clinical psychometric construct: 'Hysteria (Hy)'.,,Clinical diagnostic construct requiring accredited psychiatric/psychometric clinical evaluation.,valid
FACET_203,911. Jewish spiritual metric: Sukkot lulav-shaking days,Jewish spiritual metric: Sukkot lulav-shaking days,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Jewish spiritual metric: Sukkot lulav-shaking days'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_204,Sentence Structure,Sentence Structure,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Sentence Structure' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Sentence Structure through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Sentence Structure or opposing behavioral tendencies in dialogue.""}",,valid
FACET_205,Esteem Needs,Esteem Needs,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Esteem Needs' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Esteem Needs through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Esteem Needs or opposing behavioral tendencies in dialogue.""}",,valid
FACET_206,Understanding mechanical concepts,Understanding mechanical concepts,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Understanding mechanical concepts' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Understanding mechanical concepts through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Understanding mechanical concepts or opposing behavioral tendencies in dialogue.""}",,valid
FACET_207,Auditory Memory Recall,Auditory Memory Recall,cognitive_skill_test,False,medium,Standardized cognitive or psychomotor test metric: 'Auditory Memory Recall'.,,Requires a standardized psychometric testing task or timed cognitive exam.,valid
FACET_208,Storytelling proficiency,Storytelling proficiency,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Storytelling proficiency' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Storytelling proficiency through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Storytelling proficiency or opposing behavioral tendencies in dialogue.""}",,valid
FACET_209,Music-lessons years,Music-lessons years,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Music-lessons years'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_210,Warmheartedness,Warmheartedness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Warmheartedness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Warmheartedness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Warmheartedness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_211,Self-effacement,Self-effacement,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Self-effacement' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Self-effacement through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Self-effacement or opposing behavioral tendencies in dialogue.""}",,valid
FACET_212,Outspokenness,Outspokenness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Outspokenness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Outspokenness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Outspokenness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_213,Sleep-environment temperature,Sleep-environment temperature,external_biographical,False,sensitive_personal,External demographic or environment parameter: 'Sleep-environment temperature'.,,External environment or historical parameter not directly observable from conversation.,valid
FACET_214,Comprehension of spoken information,Comprehension of spoken information,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Comprehension of spoken information' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Comprehension of spoken information through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Comprehension of spoken information or opposing behavioral tendencies in dialogue.""}",,valid
FACET_215,Blissfulness,Blissfulness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Blissfulness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Blissfulness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Blissfulness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_216,Sequential Memory Recall,Sequential Memory Recall,cognitive_skill_test,False,medium,Standardized cognitive or psychomotor test metric: 'Sequential Memory Recall'.,,Requires a standardized psychometric testing task or timed cognitive exam.,valid
FACET_217,Withdrawnness,Withdrawnness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Withdrawnness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Withdrawnness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Withdrawnness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_218,892. Hindu spiritual metric: Yoga discipline hours / week,Hindu spiritual metric: Yoga discipline hours / week,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Hindu spiritual metric: Yoga discipline hours / week'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_219,Conservatism,Conservatism,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Conservatism' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Conservatism through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Conservatism or opposing behavioral tendencies in dialogue.""}",,valid
FACET_220,Adaptability and Flexibility Subcomponents:,Adaptability and Flexibility Subcomponents,header_label,False,low,Category header label: 'Adaptability and Flexibility Subcomponents'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_221,898. Hindu spiritual metric: Vrata vows observed / year,Hindu spiritual metric: Vrata vows observed / year,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'Hindu spiritual metric: Vrata vows observed / year'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_222,Ardency,Ardency,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Ardency' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Ardency through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Ardency or opposing behavioral tendencies in dialogue.""}",,valid
FACET_223,Aesthetic Appreciation,Aesthetic Appreciation,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Aesthetic Appreciation' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Aesthetic Appreciation through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Aesthetic Appreciation or opposing behavioral tendencies in dialogue.""}",,valid
FACET_224,Transactional Leadership:,Transactional Leadership,header_label,False,low,Category header label: 'Transactional Leadership'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_225,Value orientation: Universalism,Value orientation: Universalism,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Value orientation: Universalism' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Value orientation: Universalism through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Value orientation: Universalism or opposing behavioral tendencies in dialogue.""}",,valid
FACET_226,Perseverance,Perseverance,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Perseverance' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Perseverance through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Perseverance or opposing behavioral tendencies in dialogue.""}",,valid
FACET_227,Regularity of Self-Reflection,Regularity of Self-Reflection,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Regularity of Self-Reflection' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Regularity of Self-Reflection through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Regularity of Self-Reflection or opposing behavioral tendencies in dialogue.""}",,valid
FACET_228,Controlling Reactions,Controlling Reactions,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Controlling Reactions' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Controlling Reactions through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Controlling Reactions or opposing behavioral tendencies in dialogue.""}",,valid
FACET_229,Psychological construct: Cultural Intelligence – Behavioral,Psychological construct: Cultural Intelligence – Behavioral,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Psychological construct: Cultural Intelligence – Behavioral' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Psychological construct: Cultural Intelligence \u2013 Behavioral through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Psychological construct: Cultural Intelligence \u2013 Behavioral or opposing behavioral tendencies in dialogue.""}",,encoding_repaired
FACET_230,Metabolic Rate (Low or High),Metabolic Rate (Low or High),medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Metabolic Rate (Low or High)'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_231,Dietary Habits,Dietary Habits,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Dietary Habits'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_232,Significance: Desire to make an impact,Significance: Desire to make an impact,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Significance: Desire to make an impact' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Significance: Desire to make an impact through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Significance: Desire to make an impact or opposing behavioral tendencies in dialogue.""}",,valid
FACET_233,Psychological construct: Resilience-Trait score,Psychological construct: Resilience-Trait score,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Psychological construct: Resilience-Trait score' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Psychological construct: Resilience-Trait score through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Psychological construct: Resilience-Trait score or opposing behavioral tendencies in dialogue.""}",,valid
FACET_234,Boredom Susceptibility,Boredom Susceptibility,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Boredom Susceptibility' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Boredom Susceptibility through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Boredom Susceptibility or opposing behavioral tendencies in dialogue.""}",,valid
FACET_235,Psychological construct: Consummatory Pleasure scale,Psychological construct: Consummatory Pleasure scale,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Psychological construct: Consummatory Pleasure scale' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Psychological construct: Consummatory Pleasure scale through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Psychological construct: Consummatory Pleasure scale or opposing behavioral tendencies in dialogue.""}",,valid
FACET_236,Leadership Styles and Behaviors:,Leadership Styles and Behaviors,header_label,False,low,Category header label: 'Leadership Styles and Behaviors'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_237,723. I Ching hexagram 5 resonance level,I Ching hexagram 5 resonance level,esoteric_spiritual,False,sensitive_personal,Esoteric/spiritual practice or belief metric: 'I Ching hexagram 5 resonance level'.,,"Esoteric, ritual, or spiritual metric not objectively evaluable from standard dialogue text.",number_prefix_stripped
FACET_238,Macronutrient ratio: carbs,Macronutrient ratio: carbs,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Macronutrient ratio: carbs'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_239,Passport-stamps count,Passport-stamps count,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Passport-stamps count'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_240,Local-food sourcing %,Local-food sourcing %,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Local-food sourcing %'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_241,Patient care orientation,Patient care orientation,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Patient care orientation' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Patient care orientation through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Patient care orientation or opposing behavioral tendencies in dialogue.""}",,valid
FACET_242,Soft-skill training hours,Soft-skill training hours,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Soft-skill training hours'.",,"Requires objective external tracking, sensor data, or historical log verification.",valid
FACET_243,Graffiti appreciation,Graffiti appreciation,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Graffiti appreciation' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Graffiti appreciation through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Graffiti appreciation or opposing behavioral tendencies in dialogue.""}",,valid
FACET_244,Preference for Home-Cooked vs Restaurant Meals,Preference for Home-Cooked vs Restaurant Meals,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Preference for Home-Cooked vs Restaurant Meals' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Preference for Home-Cooked vs Restaurant Meals through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Preference for Home-Cooked vs Restaurant Meals or opposing behavioral tendencies in dialogue.""}",,valid
FACET_245,Immune-response age,Immune-response age,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Immune-response age'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_246,Social-cognition variable: Cognitive Empathy,Social-cognition variable: Cognitive Empathy,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Social-cognition variable: Cognitive Empathy' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Social-cognition variable: Cognitive Empathy through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Social-cognition variable: Cognitive Empathy or opposing behavioral tendencies in dialogue.""}",,valid
FACET_247,Kink-interest diversity,Kink-interest diversity,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Kink-interest diversity' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Kink-interest diversity through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Kink-interest diversity or opposing behavioral tendencies in dialogue.""}",,valid
FACET_248,Adaptability and Flexibility:,Adaptability and Flexibility,header_label,False,low,Category header label: 'Adaptability and Flexibility'. Not an evaluable individual facet.,,"Category header or structural section label, not an individual scoreable trait.",header_row
FACET_249,Judging Consequences,Judging Consequences,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Judging Consequences' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Judging Consequences through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Judging Consequences or opposing behavioral tendencies in dialogue.""}",,valid
FACET_250,Harmfulness,Harmfulness,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Harmfulness' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Harmfulness through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Harmfulness or opposing behavioral tendencies in dialogue.""}",,valid
FACET_251,Affinity,Affinity,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Affinity' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Affinity through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Affinity or opposing behavioral tendencies in dialogue.""}",,valid
FACET_252,Abasement,Abasement,conversational_trait,True,low,"Evaluates conversational text for evidence of 'Abasement' based on language style, tone, expressed sentiment, and interpersonal posture.","{""high"": ""Demonstrates clear, consistent evidence of high Abasement through explicit statements, tone, or interaction pattern."", ""low"": ""Demonstrates explicit evidence of low Abasement or opposing behavioral tendencies in dialogue.""}",,valid
FACET_253,Chronic pain presence,Chronic pain presence,medical_biomarker,False,clinical_medical,"Medical, biological, or physiological biomarker: 'Chronic pain presence'.",,"Requires biological, laboratory, or physiological measurement; unobservable from text.",valid
FACET_254,520. Discernment practice hours / week,Discernment practice hours / week,external_biographical,False,sensitive_personal,"Objective historical, lifestyle, or biographical tracking metric: 'Discernment practice hours / week'.",,"Requires objective external tracking, sensor data, or historical log verification.",number_prefix_stripped
